,id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0,5ChkMS8OtdzJeqyybCc9R5,Thriller 25 Super Deluxe Edition,Billie Jean,Michael Jackson,False,83,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,4.897116666666666,4
1,2ZEwMwHaUECDWKkDh8rL0O,Soldier of Love,The Moon and the Sky,Sade,False,51,0.595,0.555,11,-7.144,0,0.032,0.61,0.000412,0.118,0.513,73.985,audio_features,spotify:track:2ZEwMwHaUECDWKkDh8rL0O,https://api.spotify.com/v1/tracks/2ZEwMwHaUECDWKkDh8rL0O,https://api.spotify.com/v1/audio-analysis/2ZEwMwHaUECDWKkDh8rL0O,4.459333333333333,4
2,5vdp5UmvTsnMEMESIF2Ym7,The Game (2011 Remaster),Another One Bites The Dust - Remastered 2011,Queen,False,83,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,3.57755,4
3,3vCHmbyOgc6pgwLUWfU4pF,A Day At The Races (2011 Remaster),Somebody To Love - Remastered 2011,Queen,False,0,0.461,0.69,8,-6.958,1,0.0611,0.169,1.01e-06,0.113,0.353,110.915,audio_features,spotify:track:3vCHmbyOgc6pgwLUWfU4pF,https://api.spotify.com/v1/tracks/3vCHmbyOgc6pgwLUWfU4pF,https://api.spotify.com/v1/audio-analysis/3vCHmbyOgc6pgwLUWfU4pF,4.941333333333334,3
4,1tdltVUBkiBCW1C3yB4zyD,Yellow Submarine Songtrack,Yellow Submarine,The Beatles,False,64,0.616,0.636,1,-7.055,1,0.0325,0.208,0.0,0.517,0.654,110.618,audio_features,spotify:track:1tdltVUBkiBCW1C3yB4zyD,https://api.spotify.com/v1/tracks/1tdltVUBkiBCW1C3yB4zyD,https://api.spotify.com/v1/audio-analysis/1tdltVUBkiBCW1C3yB4zyD,2.6526666666666667,4
5,2OHym1q6nzgtT75UCNjjro,Joyride (Extended Version),Spending My Time,Roxette,False,69,0.42,0.574,4,-5.149,1,0.0292,0.238,0.000115,0.127,0.218,170.549,audio_features,spotify:track:2OHym1q6nzgtT75UCNjjro,https://api.spotify.com/v1/tracks/2OHym1q6nzgtT75UCNjjro,https://api.spotify.com/v1/audio-analysis/2OHym1q6nzgtT75UCNjjro,4.59445,4
6,2GbfY7VlG9j87Q2TEgqUOa,"Dancing with Strangers (Deluxe Edition, 2019 Remaster)",On the Beach - Summer '88; 2019 Remaster,Chris Rea,False,27,0.746,0.655,5,-9.892,0,0.0311,0.098,0.021,0.0694,0.962,128.186,audio_features,spotify:track:2GbfY7VlG9j87Q2TEgqUOa,https://api.spotify.com/v1/tracks/2GbfY7VlG9j87Q2TEgqUOa,https://api.spotify.com/v1/audio-analysis/2GbfY7VlG9j87Q2TEgqUOa,3.7666666666666666,4
7,7H3ojI1BsVy0dEJENqMt1k,Lovers Rock,By Your Side,Sade,False,72,0.653,0.429,11,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.073,audio_features,spotify:track:7H3ojI1BsVy0dEJENqMt1k,https://api.spotify.com/v1/tracks/7H3ojI1BsVy0dEJENqMt1k,https://api.spotify.com/v1/audio-analysis/7H3ojI1BsVy0dEJENqMt1k,4.582216666666667,4
8,7o2CTH4ctstm8TNelqjb51,Appetite For Destruction,Sweet Child O' Mine,Guns N' Roses,True,18,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,audio_features,spotify:track:7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/audio-analysis/7o2CTH4ctstm8TNelqjb51,5.908666666666667,4
9,7D5n2kpYH2WSqIyEO9MeXf,G N' R Lies,Patience,Guns N' Roses,True,8,0.457,0.266,6,-14.465,1,0.0313,0.711,0.000261,0.124,0.372,120.459,audio_features,spotify:track:7D5n2kpYH2WSqIyEO9MeXf,https://api.spotify.com/v1/tracks/7D5n2kpYH2WSqIyEO9MeXf,https://api.spotify.com/v1/audio-analysis/7D5n2kpYH2WSqIyEO9MeXf,5.906666666666666,4
10,5txoZyuAmtCfmDjUCEphWm,Bohemian Rhapsody (The Original Soundtrack),Somebody To Love,Queen,False,66,0.466,0.698,8,-6.967,1,0.0629,0.164,0.0,0.127,0.349,109.772,audio_features,spotify:track:5txoZyuAmtCfmDjUCEphWm,https://api.spotify.com/v1/tracks/5txoZyuAmtCfmDjUCEphWm,https://api.spotify.com/v1/audio-analysis/5txoZyuAmtCfmDjUCEphWm,4.928883333333333,3
11,0SCk8WpBKSvK6QkSyixRAY,Ladies And Gentlemen... The Best Of George Michael,Father Figure,George Michael,False,54,0.48,0.387,3,-10.702,1,0.0271,0.225,2.48e-05,0.0819,0.254,102.027,audio_features,spotify:track:0SCk8WpBKSvK6QkSyixRAY,https://api.spotify.com/v1/tracks/0SCk8WpBKSvK6QkSyixRAY,https://api.spotify.com/v1/audio-analysis/0SCk8WpBKSvK6QkSyixRAY,5.672666666666666,4
12,1L94M3KIu7QluZe63g64rv,Ten,Alive,Pearl Jam,False,77,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,5.681783333333334,4
13,62nQ8UZVqR2RMvkJHkcO2o,Ten,Jeremy,Pearl Jam,True,73,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,audio_features,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,https://api.spotify.com/v1/tracks/62nQ8UZVqR2RMvkJHkcO2o,https://api.spotify.com/v1/audio-analysis/62nQ8UZVqR2RMvkJHkcO2o,5.3037833333333335,4
14,5x9RZg7HfXGY3JayXL3seF,America's Least Wanted,Cats In The Cradle,Ugly Kid Joe,False,67,0.511,0.517,8,-9.653,1,0.0328,0.13,0.0,0.074,0.433,75.67,audio_features,spotify:track:5x9RZg7HfXGY3JayXL3seF,https://api.spotify.com/v1/tracks/5x9RZg7HfXGY3JayXL3seF,https://api.spotify.com/v1/audio-analysis/5x9RZg7HfXGY3JayXL3seF,4.03155,4
15,4QlzkaRHtU8gAdwqjWmO8n,Wish,Friday I'm In Love,The Cure,False,79,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,audio_features,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/tracks/4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/audio-analysis/4QlzkaRHtU8gAdwqjWmO8n,3.586,4
16,6PypGyiu0Y2lCDBN1XZEnP,Automatic For The People,Everybody Hurts,R.E.M.,False,76,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,audio_features,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/tracks/6PypGyiu0Y2lCDBN1XZEnP,https://api.spotify.com/v1/audio-analysis/6PypGyiu0Y2lCDBN1XZEnP,5.337783333333333,3
17,4Y3WqmBWmG23thvU9xEhMv,Angel Dust (Deluxe Edition),Easy,Faith No More,False,68,0.506,0.554,10,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,audio_features,spotify:track:4Y3WqmBWmG23thvU9xEhMv,https://api.spotify.com/v1/tracks/4Y3WqmBWmG23thvU9xEhMv,https://api.spotify.com/v1/audio-analysis/4Y3WqmBWmG23thvU9xEhMv,3.116,4
18,6JGQ98So2ik5GVI9ydQ2Yh,The Singles Collection,Don't Speak,No Doubt,False,61,0.507,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.071,audio_features,spotify:track:6JGQ98So2ik5GVI9ydQ2Yh,https://api.spotify.com/v1/tracks/6JGQ98So2ik5GVI9ydQ2Yh,https://api.spotify.com/v1/audio-analysis/6JGQ98So2ik5GVI9ydQ2Yh,4.3791166666666665,4
19,0gEyKnHvgkrkBM6fbeHdwK,"Everybody Else Is Doing It, So Why Can't We?",Linger,The Cranberries,False,81,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,audio_features,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,4.57845,4
20,5PntSbMHC1ud6Vvl8x56qd,Mellow Gold,Loser,Beck,False,73,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,3.9166666666666665,4
21,3gdewACMIVMEWVbyb8O9sY,Honky Chateau,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,False,83,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,audio_features,spotify:track:3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY,4.69355,4
22,1jDJFeK9x3OZboIAHsY9k2,Too Low For Zero,I'm Still Standing,Elton John,False,86,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,audio_features,spotify:track:1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/audio-analysis/1jDJFeK9x3OZboIAHsY9k2,3.0573333333333332,4
23,2DnJjbjNTV9Nd5NOa1KGba,No Secrets,You're So Vain,Carly Simon,False,78,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,audio_features,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba,4.30685,4
24,6mHOcVtsHLMuesJkswc0GZ,Breakfast In America (Deluxe Edition),The Logical Song - Remastered 2010,Supertramp,False,76,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,4.18755,4
25,3PzsbWSQdLCKDLxn7YZfkM,Born In The U.S.A.,I'm On Fire,Bruce Springsteen,False,77,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,audio_features,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/tracks/3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/audio-analysis/3PzsbWSQdLCKDLxn7YZfkM,2.598,4
26,77XlfkvXtMwppbEU5sku97,Easter,Because the Night,Patti Smith,False,58,0.443,0.797,11,-5.329,0,0.0351,0.0526,0.0,0.0997,0.521,123.428,audio_features,spotify:track:77XlfkvXtMwppbEU5sku97,https://api.spotify.com/v1/tracks/77XlfkvXtMwppbEU5sku97,https://api.spotify.com/v1/audio-analysis/77XlfkvXtMwppbEU5sku97,3.4231166666666666,4
27,6YrHQ3Uv9YXK2gJNVTlT8P,Original Album Series,Brass in Pocket,Pretenders,False,53,0.766,0.655,9,-6.676,1,0.0324,0.721,0.0,0.243,0.815,97.771,audio_features,spotify:track:6YrHQ3Uv9YXK2gJNVTlT8P,https://api.spotify.com/v1/tracks/6YrHQ3Uv9YXK2gJNVTlT8P,https://api.spotify.com/v1/audio-analysis/6YrHQ3Uv9YXK2gJNVTlT8P,3.068216666666667,4
28,3sOzkkTNuvEj01mJH0GSFi,Motown 50,Easy - Single Version,Commodores,False,24,0.591,0.498,10,-10.246,0,0.0308,0.416,0.0108,0.0648,0.298,132.611,audio_features,spotify:track:3sOzkkTNuvEj01mJH0GSFi,https://api.spotify.com/v1/tracks/3sOzkkTNuvEj01mJH0GSFi,https://api.spotify.com/v1/audio-analysis/3sOzkkTNuvEj01mJH0GSFi,4.314,4
29,78FHUZRbFDCG6VkRAQdFLm,Welcome To The Real World,Broken Wings,Mr. Mister,False,72,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,audio_features,spotify:track:78FHUZRbFDCG6VkRAQdFLm,https://api.spotify.com/v1/tracks/78FHUZRbFDCG6VkRAQdFLm,https://api.spotify.com/v1/audio-analysis/78FHUZRbFDCG6VkRAQdFLm,5.732216666666667,4
30,6XUHsYE38CEbYunT983O9G,Even In The Quietest Moments,Give A Little Bit,Supertramp,False,78,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,audio_features,spotify:track:6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/tracks/6XUHsYE38CEbYunT983O9G,https://api.spotify.com/v1/audio-analysis/6XUHsYE38CEbYunT983O9G,4.136216666666667,4
31,1Jj6MF0xDOMA3Ut2Z368Bx,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Time After Time,Cyndi Lauper,False,72,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,audio_features,spotify:track:1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/tracks/1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/audio-analysis/1Jj6MF0xDOMA3Ut2Z368Bx,4.051116666666666,4
32,2rBy5yEUU9BcOcorGJafpq,Montreal 1983,Let's Dance,David Bowie,False,35,0.499,0.855,10,-9.816,0,0.0784,0.0129,0.0324,0.955,0.498,124.842,audio_features,spotify:track:2rBy5yEUU9BcOcorGJafpq,https://api.spotify.com/v1/tracks/2rBy5yEUU9BcOcorGJafpq,https://api.spotify.com/v1/audio-analysis/2rBy5yEUU9BcOcorGJafpq,4.741666666666666,4
33,3FvQH46A4B37eNHjooIXcu,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Bad,Michael Jackson,False,54,0.802,0.869,8,-5.03,1,0.0456,0.00712,0.241,0.0585,0.339,114.14,audio_features,spotify:track:3FvQH46A4B37eNHjooIXcu,https://api.spotify.com/v1/tracks/3FvQH46A4B37eNHjooIXcu,https://api.spotify.com/v1/audio-analysis/3FvQH46A4B37eNHjooIXcu,4.118883333333334,4
34,6JZYMxvcoeLD4IifJPvDux,Number Ones,Dirty Diana,Michael Jackson,False,64,0.741,0.799,3,-4.56,1,0.062,0.239,0.000795,0.421,0.348,131.383,audio_features,spotify:track:6JZYMxvcoeLD4IifJPvDux,https://api.spotify.com/v1/tracks/6JZYMxvcoeLD4IifJPvDux,https://api.spotify.com/v1/audio-analysis/6JZYMxvcoeLD4IifJPvDux,4.676666666666667,4
35,2SL0h7FKhJ1O5DcvmvPqU5,English Rose,Black Magic Woman,Fleetwood Mac,False,57,0.552,0.443,9,-9.113,0,0.0453,0.0563,0.000173,0.0864,0.543,129.888,audio_features,spotify:track:2SL0h7FKhJ1O5DcvmvPqU5,https://api.spotify.com/v1/tracks/2SL0h7FKhJ1O5DcvmvPqU5,https://api.spotify.com/v1/audio-analysis/2SL0h7FKhJ1O5DcvmvPqU5,2.77755,4
36,0S3gpZzlT9Hb7CCSV2owX7,No More Tears (Expanded Edition),"Mama, I'm Coming Home",Ozzy Osbourne,False,70,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,audio_features,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/tracks/0S3gpZzlT9Hb7CCSV2owX7,https://api.spotify.com/v1/audio-analysis/0S3gpZzlT9Hb7CCSV2owX7,4.197783333333334,4
37,1vgdbK87PSzFszWKYW1jEM,The Essential Ozzy Osbourne,"Mama, I'm Coming Home",Ozzy Osbourne,False,26,0.262,0.665,8,-6.54,1,0.0315,0.00795,0.0,0.0853,0.236,141.23,audio_features,spotify:track:1vgdbK87PSzFszWKYW1jEM,https://api.spotify.com/v1/tracks/1vgdbK87PSzFszWKYW1jEM,https://api.spotify.com/v1/audio-analysis/1vgdbK87PSzFszWKYW1jEM,4.206666666666667,4
38,3r6lBKYbdru7e7ky2MiF75,Joyride (Extended Version),Fading Like A Flower (Every Time You Leave),Roxette,False,67,0.609,0.668,0,-5.738,1,0.026,0.195,0.0,0.219,0.319,105.419,audio_features,spotify:track:3r6lBKYbdru7e7ky2MiF75,https://api.spotify.com/v1/tracks/3r6lBKYbdru7e7ky2MiF75,https://api.spotify.com/v1/audio-analysis/3r6lBKYbdru7e7ky2MiF75,3.8446666666666665,4
39,3JQy9cqsQTkCH0WTdL5uMo,Look Sharp! (Extended Version),Paint,Roxette,False,50,0.79,0.788,0,-6.894,0,0.0306,0.108,4.42e-05,0.0554,0.964,127.229,audio_features,spotify:track:3JQy9cqsQTkCH0WTdL5uMo,https://api.spotify.com/v1/tracks/3JQy9cqsQTkCH0WTdL5uMo,https://api.spotify.com/v1/audio-analysis/3JQy9cqsQTkCH0WTdL5uMo,3.5048833333333334,4
40,3ovjw5HZZv43SxTwApooCM,Crazy World,Wind Of Change,Scorpions,False,81,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,audio_features,spotify:track:3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/tracks/3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/audio-analysis/3ovjw5HZZv43SxTwApooCM,5.206,4
41,1z3ugFmUKoCzGsI6jdY4Ci,Celebration (double disc version),Like a Prayer,Madonna,False,74,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,audio_features,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,5.711333333333333,4
42,1oQZk2bKBLgP1cbuFKvjkq,I AM...SASHA FIERCE - Platinum Edition,If I Were a Boy,Beyoncé,False,70,0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,audio_features,spotify:track:1oQZk2bKBLgP1cbuFKvjkq,https://api.spotify.com/v1/tracks/1oQZk2bKBLgP1cbuFKvjkq,https://api.spotify.com/v1/audio-analysis/1oQZk2bKBLgP1cbuFKvjkq,4.16445,4
43,2eHj0klWkwRQuIrNlPpCPa,The Bodyguard - Original Soundtrack Album,I'm Every Woman,Whitney Houston,False,63,0.665,0.847,5,-8.314,0,0.0535,0.0178,0.00288,0.126,0.4,119.555,audio_features,spotify:track:2eHj0klWkwRQuIrNlPpCPa,https://api.spotify.com/v1/tracks/2eHj0klWkwRQuIrNlPpCPa,https://api.spotify.com/v1/audio-analysis/2eHj0klWkwRQuIrNlPpCPa,4.751783333333333,4
44,1ckU1EhAO0Nr73QYw24SWJ,My Love Is Your Love,My Love Is Your Love,Whitney Houston,False,69,0.77,0.475,7,-9.512,1,0.159,0.0561,4.72e-06,0.0607,0.473,82.511,audio_features,spotify:track:1ckU1EhAO0Nr73QYw24SWJ,https://api.spotify.com/v1/tracks/1ckU1EhAO0Nr73QYw24SWJ,https://api.spotify.com/v1/audio-analysis/1ckU1EhAO0Nr73QYw24SWJ,4.35955,4
45,2kSaolnWnFddHoSlR0ZKR6,Real Love (Deluxe),Real Love,Lisa Stansfield,False,11,0.58,0.586,7,-10.903,0,0.052,0.541,0.0,0.0933,0.786,85.924,audio_features,spotify:track:2kSaolnWnFddHoSlR0ZKR6,https://api.spotify.com/v1/tracks/2kSaolnWnFddHoSlR0ZKR6,https://api.spotify.com/v1/audio-analysis/2kSaolnWnFddHoSlR0ZKR6,5.02755,4
46,4IUYyOxm7ujsmNRdDBqXKu,Whenever You Need Somebody,When I Fall in Love,Rick Astley,False,0,0.196,0.123,1,-20.322,1,0.0344,0.76,0.0122,0.0977,0.142,74.448,audio_features,spotify:track:4IUYyOxm7ujsmNRdDBqXKu,https://api.spotify.com/v1/tracks/4IUYyOxm7ujsmNRdDBqXKu,https://api.spotify.com/v1/audio-analysis/4IUYyOxm7ujsmNRdDBqXKu,3.05045,4
47,3G69vJMWsX6ZohTykad2AU,Achtung Baby (Deluxe Edition),One,U2,False,78,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,audio_features,spotify:track:3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/tracks/3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/audio-analysis/3G69vJMWsX6ZohTykad2AU,4.603116666666667,4
48,2TlXPShOrPn4K51fP0Fykd,The Best Of 1980 - 1990,Where The Streets Have No Name,U2,False,55,0.5,0.851,2,-6.027,1,0.038,0.0128,0.00698,0.136,0.358,125.599,audio_features,spotify:track:2TlXPShOrPn4K51fP0Fykd,https://api.spotify.com/v1/tracks/2TlXPShOrPn4K51fP0Fykd,https://api.spotify.com/v1/audio-analysis/2TlXPShOrPn4K51fP0Fykd,4.584,4
49,6wpGqhRvJGNNXwWlPmkMyO,The Joshua Tree (Super Deluxe),I Still Haven't Found What I'm Looking For,U2,False,80,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,4.624616666666666,4
50,75JFxkI2RXiU7L9VXzMkle,A Rush of Blood to the Head,The Scientist,Coldplay,False,86,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,audio_features,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,5.16,4
51,0R8P9KfGJCDULmlEoBagcO,Parachutes,Trouble,Coldplay,False,74,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,audio_features,spotify:track:0R8P9KfGJCDULmlEoBagcO,https://api.spotify.com/v1/tracks/0R8P9KfGJCDULmlEoBagcO,https://api.spotify.com/v1/audio-analysis/0R8P9KfGJCDULmlEoBagcO,4.5571166666666665,4
52,1HzDhHApjdjXPLHF6GGYhu,A Collection Of Great Dance Songs,Wish You Were Here,Pink Floyd,False,69,0.499,0.318,7,-13.776,1,0.0485,0.718,0.00101,0.379,0.282,121.498,audio_features,spotify:track:1HzDhHApjdjXPLHF6GGYhu,https://api.spotify.com/v1/tracks/1HzDhHApjdjXPLHF6GGYhu,https://api.spotify.com/v1/audio-analysis/1HzDhHApjdjXPLHF6GGYhu,5.351333333333334,4
53,0lQ5B3O083kODq0Foltuxq,Złota Kolekcja,Anything,Edyta Górniak,False,19,0.599,0.945,5,-7.922,0,0.0364,0.0398,0.00014,0.0698,0.82,129.928,audio_features,spotify:track:0lQ5B3O083kODq0Foltuxq,https://api.spotify.com/v1/tracks/0lQ5B3O083kODq0Foltuxq,https://api.spotify.com/v1/audio-analysis/0lQ5B3O083kODq0Foltuxq,3.963633333333333,4
54,6i4Qi1mJxXjqNIL9HfJhRs,Use Your Illusion II,Civil War,Guns N' Roses,False,70,0.336,0.787,10,-8.803,0,0.0732,0.0793,0.0648,0.32,0.383,140.003,audio_features,spotify:track:6i4Qi1mJxXjqNIL9HfJhRs,https://api.spotify.com/v1/tracks/6i4Qi1mJxXjqNIL9HfJhRs,https://api.spotify.com/v1/audio-analysis/6i4Qi1mJxXjqNIL9HfJhRs,7.70155,4
55,7xki0BmuOllyquWqjhETyr,Use Your Illusion II,14 Years,Guns N' Roses,False,58,0.41,0.929,6,-5.884,1,0.0354,0.0273,0.0013,0.12,0.554,138.462,audio_features,spotify:track:7xki0BmuOllyquWqjhETyr,https://api.spotify.com/v1/tracks/7xki0BmuOllyquWqjhETyr,https://api.spotify.com/v1/audio-analysis/7xki0BmuOllyquWqjhETyr,4.356216666666667,4
56,4JiEyzf0Md7KEFFGWDDdCr,Use Your Illusion II,Knockin' On Heaven's Door,Guns N' Roses,False,81,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,audio_features,spotify:track:4JiEyzf0Md7KEFFGWDDdCr,https://api.spotify.com/v1/tracks/4JiEyzf0Md7KEFFGWDDdCr,https://api.spotify.com/v1/audio-analysis/4JiEyzf0Md7KEFFGWDDdCr,5.6,4
57,1QFh8OH1e78dGd3VyJZCAC,Three Imaginary Boys,Boys Don't Cry,The Cure,False,81,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,audio_features,spotify:track:1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/tracks/1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/audio-analysis/1QFh8OH1e78dGd3VyJZCAC,2.59955,4
58,0LyLz6XsVs6wz85dK0S6EG,Hip-Hop - West Coast All Stars,California Love,2Pac,False,43,0.658,0.87,5,-3.019,1,0.0955,0.0275,0.0,0.656,0.791,91.647,audio_features,spotify:track:0LyLz6XsVs6wz85dK0S6EG,https://api.spotify.com/v1/tracks/0LyLz6XsVs6wz85dK0S6EG,https://api.spotify.com/v1/audio-analysis/0LyLz6XsVs6wz85dK0S6EG,5.8,4
59,0MYaObalRrtwv5IGgrsrtA,Antidotum,Antidotum,Kasia Kowalska,False,42,0.481,0.821,5,-4.999,1,0.0283,0.00332,0.000342,0.0854,0.37,166.034,audio_features,spotify:track:0MYaObalRrtwv5IGgrsrtA,https://api.spotify.com/v1/tracks/0MYaObalRrtwv5IGgrsrtA,https://api.spotify.com/v1/audio-analysis/0MYaObalRrtwv5IGgrsrtA,4.288883333333334,4
60,1bzA9bYtIIl0bBNAbpgKga,Charmed Life,Trouble With The Sweet Stuff,Billy Idol,False,22,0.585,0.775,7,-6.338,1,0.0531,0.0159,0.000491,0.0623,0.322,166.566,audio_features,spotify:track:1bzA9bYtIIl0bBNAbpgKga,https://api.spotify.com/v1/tracks/1bzA9bYtIIl0bBNAbpgKga,https://api.spotify.com/v1/audio-analysis/1bzA9bYtIIl0bBNAbpgKga,5.99645,4
61,31AOj9sFz2gM0O3hMARRBx,Out Of Time (25th Anniversary Edition),Losing My Religion,R.E.M.,False,86,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,audio_features,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,4.4737833333333334,4
